id,text,label,source,length,has_threat,sentiment_hint
Eve_499,"You'll be sorry you ever left.  You know that, right?",threat,Eve,53,True,negative
Bob_500,*ignores messages*,silent_treatment,Bob,18,False,negative
Eve_501,You’re the reason everything is ruined.  Okay?,blame_shifting,Eve,46,False,negative
Alice_502,Don’t blame me for what happens next.  Please.,threat,Alice,46,True,negative
Grace_503,You’re too sensitive.  Okay?,gaslighting,Grace,28,False,negative
Eve_504,I hope you're proud of yourself.  Please.,passive_aggressive,Eve,41,False,negative
Ivy_505,"Whatever. It’s your life.  You know that, right?",passive_aggressive,Ivy,48,False,negative
Henry_506,You'll be sorry you ever left.,threat,Henry,30,True,negative
Grace_507,"You’re the reason everything is ruined.  You know that, right?",blame_shifting,Grace,62,False,negative
Charlie_508,"I've sacrificed so much, and you don't even care.  Please.",guilt_trip,Charlie,58,False,negative
Eve_509,Good morning! Have a great day.  Okay?,neutral,Eve,38,False,neutral
Charlie_510,What time will you be home?  Okay?,neutral,Charlie,34,False,neutral
Henry_511,You remember it wrong.  Please.,gaslighting,Henry,31,False,negative
Alice_512,Nothing. I’m fine.  Just saying.,silent_treatment,Alice,32,False,negative
Frank_513,You remember it wrong.  Just saying.,gaslighting,Frank,36,False,negative
David_514,...  Please.,silent_treatment,David,12,False,negative
Charlie_515,I never said that. You’re making it up.  Okay?,gaslighting,Charlie,46,False,negative
Jack_516,Don’t blame me for what happens next.  Okay?,threat,Jack,44,True,negative
Bob_517,"Good morning! Have a great day.  You know that, right?",neutral,Bob,54,False,neutral
Henry_518,"You’re too sensitive.  You know that, right?",gaslighting,Henry,44,False,negative
Eve_519,I don’t feel like talking.  Please.,silent_treatment,Eve,35,False,negative
Eve_520,"How was your day?  You know that, right?",neutral,Eve,40,False,neutral
Bob_521,Don’t blame me for what happens next.  Just saying.,threat,Bob,51,True,negative
Charlie_522,You always overreact.  Please.,gaslighting,Charlie,30,False,negative
Eve_523,That never happened. You're imagining things.,gaslighting,Eve,45,False,negative
Henry_524,You'll regret this.  Please.,threat,Henry,28,True,negative
Alice_525,You always overreact.  Just saying.,gaslighting,Alice,35,False,negative
Jack_526,You never appreciate anything I do.  Okay?,guilt_trip,Jack,42,False,negative
Frank_527,"If you hadn’t done that, I wouldn’t be like this.  Just saying.",blame_shifting,Frank,63,False,negative
Eve_528,I guess I just don't matter to you anymore.  Just saying.,guilt_trip,Eve,57,False,negative
Frank_529,"I always put you first, and this is what I get?",guilt_trip,Frank,47,False,negative
Henry_530,"Don’t blame me for what happens next.  You know that, right?",threat,Henry,60,True,negative
Jack_531,That never happened. You're imagining things.  Just saying.,gaslighting,Jack,59,False,negative
Ivy_532,"Fine. Do whatever you want.  You know that, right?",passive_aggressive,Ivy,50,False,negative
Eve_533,"Thanks for remembering I exist.  You know that, right?",passive_aggressive,Eve,54,False,negative
Alice_534,...,silent_treatment,Alice,3,False,negative
Ivy_535,How was your day?  Just saying.,neutral,Ivy,31,False,neutral
Eve_536,Don't talk to me.,silent_treatment,Eve,17,False,negative
Frank_537,You'll be sorry you ever left.,threat,Frank,30,True,negative
David_538,You're always starting fights.  Just saying.,blame_shifting,David,44,False,negative
Frank_539,Good morning! Have a great day.  Just saying.,neutral,Frank,45,False,neutral
Eve_540,You made me act this way.  Okay?,blame_shifting,Eve,32,False,negative
Alice_541,You’re too sensitive.,gaslighting,Alice,21,False,negative
Grace_542,...  Just saying.,silent_treatment,Grace,17,False,negative
Grace_543,"How was your day?  You know that, right?",neutral,Grace,40,False,neutral
Henry_544,Fine. Do whatever you want.  Please.,passive_aggressive,Henry,36,False,negative
Bob_545,"You never appreciate anything I do.  You know that, right?",guilt_trip,Bob,58,False,negative
David_546,Thanks for remembering I exist.  Just saying.,passive_aggressive,David,45,False,negative
David_547,I never said that. You’re making it up.,gaslighting,David,39,False,negative
Alice_548,You made me act this way.,blame_shifting,Alice,25,False,negative
David_549,"I've sacrificed so much, and you don't even care.  Please.",guilt_trip,David,58,False,negative
Alice_550,You remember it wrong.,gaslighting,Alice,22,False,negative
Frank_551,I hope you're proud of yourself.  Please.,passive_aggressive,Frank,41,False,negative
Jack_552,It’s always your fault.,blame_shifting,Jack,23,False,negative
Alice_553,"You made me act this way.  You know that, right?",blame_shifting,Alice,48,False,negative
Ivy_554,Don’t blame me for what happens next.  Please.,threat,Ivy,46,True,negative
Bob_555,"Sure, I’m not upset. Why would I be?  You know that, right?",passive_aggressive,Bob,59,False,negative
Alice_556,"Sure, I’m not upset. Why would I be?  Please.",passive_aggressive,Alice,45,False,negative
Eve_557,...,silent_treatment,Eve,3,False,negative
Henry_558,"...  You know that, right?",silent_treatment,Henry,26,False,negative
David_559,"You'll regret this.  You know that, right?",threat,David,42,True,negative
Grace_560,"If you hadn’t done that, I wouldn’t be like this.  Okay?",blame_shifting,Grace,56,False,negative
Eve_561,You think you can survive without me?  Okay?,threat,Eve,44,False,negative
Ivy_562,"I've sacrificed so much, and you don't even care.  You know that, right?",guilt_trip,Ivy,72,False,negative
Bob_563,Don't talk to me.  Just saying.,silent_treatment,Bob,31,False,negative
David_564,"You made me act this way.  You know that, right?",blame_shifting,David,48,False,negative
Eve_565,Thanks for remembering I exist.,passive_aggressive,Eve,31,False,negative
Jack_566,I never said that. You’re making it up.  Please.,gaslighting,Jack,48,False,negative
Alice_567,Don't talk to me.,silent_treatment,Alice,17,False,negative
Frank_568,"After everything I did for you, this is how you repay me?  Please.",guilt_trip,Frank,66,False,negative
Jack_569,It’s always your fault.  Please.,blame_shifting,Jack,32,False,negative
Henry_570,"If you hadn’t done that, I wouldn’t be like this.  You know that, right?",blame_shifting,Henry,72,False,negative
Jack_571,That never happened. You're imagining things.  Okay?,gaslighting,Jack,52,False,negative
Jack_572,"After everything I did for you, this is how you repay me?  Please.",guilt_trip,Jack,66,False,negative
Charlie_573,Let’s go out for dinner.,neutral,Charlie,24,False,neutral
Eve_574,It’s always your fault.  Just saying.,blame_shifting,Eve,37,False,negative
Frank_575,"You always overreact.  You know that, right?",gaslighting,Frank,44,False,negative
Eve_576,You’re the reason everything is ruined.  Please.,blame_shifting,Eve,48,False,negative
Jack_577,"I've sacrificed so much, and you don't even care.  You know that, right?",guilt_trip,Jack,72,False,negative
Alice_578,"After everything I did for you, this is how you repay me?  Just saying.",guilt_trip,Alice,71,False,negative
Jack_579,I guess I just don't matter to you anymore.  Okay?,guilt_trip,Jack,50,False,negative
Ivy_580,I guess I just don't matter to you anymore.  Just saying.,guilt_trip,Ivy,57,False,negative
Frank_581,You never appreciate anything I do.  Okay?,guilt_trip,Frank,42,False,negative
Eve_582,Don't talk to me.  Please.,silent_treatment,Eve,26,False,negative
Bob_583,Thanks for remembering I exist.,passive_aggressive,Bob,31,False,negative
Charlie_584,"If you hadn’t done that, I wouldn’t be like this.  Just saying.",blame_shifting,Charlie,63,False,negative
Bob_585,I don’t feel like talking.  Okay?,silent_treatment,Bob,33,False,negative
Frank_586,"You'll be sorry you ever left.  You know that, right?",threat,Frank,53,True,negative
Ivy_587,"That never happened. You're imagining things.  You know that, right?",gaslighting,Ivy,68,False,negative
Eve_588,You always overreact.  Please.,gaslighting,Eve,30,False,negative
Charlie_589,"I've sacrificed so much, and you don't even care.  Please.",guilt_trip,Charlie,58,False,negative
David_590,Good morning! Have a great day.  Please.,neutral,David,40,False,neutral
Grace_591,"You’re the reason everything is ruined.  You know that, right?",blame_shifting,Grace,62,False,negative
Grace_592,"That never happened. You're imagining things.  You know that, right?",gaslighting,Grace,68,False,negative
Ivy_593,"How was your day?  You know that, right?",neutral,Ivy,40,False,neutral
Grace_594,You always overreact.,gaslighting,Grace,21,False,negative
Grace_595,I don’t feel like talking.  Just saying.,silent_treatment,Grace,40,False,negative
David_596,You'll regret this.  Just saying.,threat,David,33,True,negative
Ivy_597,I never said that. You’re making it up.  Okay?,gaslighting,Ivy,46,False,negative
Charlie_598,Don't talk to me.  Okay?,silent_treatment,Charlie,24,False,negative
Alice_599,"You’re the reason everything is ruined.  You know that, right?",blame_shifting,Alice,62,False,negative
Grace_600,"I always put you first, and this is what I get?",guilt_trip,Grace,47,False,negative
Alice_601,You’re the reason everything is ruined.,blame_shifting,Alice,39,False,negative
Alice_602,"I've sacrificed so much, and you don't even care.  Okay?",guilt_trip,Alice,56,False,negative
David_603,You’re too sensitive.  Just saying.,gaslighting,David,35,False,negative
Charlie_604,"I've sacrificed so much, and you don't even care.  Okay?",guilt_trip,Charlie,56,False,negative
Charlie_605,"...  You know that, right?",silent_treatment,Charlie,26,False,negative
Charlie_606,"If you hadn’t done that, I wouldn’t be like this.  Please.",blame_shifting,Charlie,58,False,negative
Charlie_607,You’re the reason everything is ruined.  Please.,blame_shifting,Charlie,48,False,negative
Charlie_608,Good morning! Have a great day.  Just saying.,neutral,Charlie,45,False,neutral
Ivy_609,"You remember it wrong.  You know that, right?",gaslighting,Ivy,45,False,negative
Frank_610,I guess I just don't matter to you anymore.  Just saying.,guilt_trip,Frank,57,False,negative
Eve_611,"Don't talk to me.  You know that, right?",silent_treatment,Eve,40,False,negative
Ivy_612,"Thanks for remembering I exist.  You know that, right?",passive_aggressive,Ivy,54,False,negative
Grace_613,You made me act this way.,blame_shifting,Grace,25,False,negative
Frank_614,...  Just saying.,silent_treatment,Frank,17,False,negative
Jack_615,It’s always your fault.,blame_shifting,Jack,23,False,negative
Frank_616,You never appreciate anything I do.  Okay?,guilt_trip,Frank,42,False,negative
David_617,"If you leave me, I’ll hurt myself.",threat,David,34,True,negative
Alice_618,I guess I just don't matter to you anymore.  Just saying.,guilt_trip,Alice,57,False,negative
Grace_619,"I guess I just don't matter to you anymore.  You know that, right?",guilt_trip,Grace,66,False,negative
David_620,How was your day?,neutral,David,17,False,neutral
Bob_621,How was your day?  Okay?,neutral,Bob,24,False,neutral
Grace_622,Whatever. It’s your life.  Just saying.,passive_aggressive,Grace,39,False,negative
Alice_623,"You’re too sensitive.  You know that, right?",gaslighting,Alice,44,False,negative
Frank_624,Thanks for remembering I exist.,passive_aggressive,Frank,31,False,negative
Eve_625,Don't talk to me.  Okay?,silent_treatment,Eve,24,False,negative
Henry_626,I guess I just don't matter to you anymore.  Please.,guilt_trip,Henry,52,False,negative
Jack_627,You never appreciate anything I do.,guilt_trip,Jack,35,False,negative
Ivy_628,You made me act this way.  Please.,blame_shifting,Ivy,34,False,negative
Alice_629,"You always overreact.  You know that, right?",gaslighting,Alice,44,False,negative
Eve_630,I never said that. You’re making it up.  Okay?,gaslighting,Eve,46,False,negative
Eve_631,"You never appreciate anything I do.  You know that, right?",guilt_trip,Eve,58,False,negative
Ivy_632,You made me act this way.  Please.,blame_shifting,Ivy,34,False,negative
Grace_633,"After everything I did for you, this is how you repay me?  Please.",guilt_trip,Grace,66,False,negative
Eve_634,You remember it wrong.  Okay?,gaslighting,Eve,29,False,negative
Bob_635,I guess I just don't matter to you anymore.  Please.,guilt_trip,Bob,52,False,negative
Grace_636,"I always put you first, and this is what I get?  Please.",guilt_trip,Grace,56,False,negative
Henry_637,"You think you can survive without me?  You know that, right?",threat,Henry,60,False,negative
Jack_638,You never appreciate anything I do.,guilt_trip,Jack,35,False,negative
Bob_639,"How was your day?  You know that, right?",neutral,Bob,40,False,neutral
Ivy_640,You never appreciate anything I do.  Please.,guilt_trip,Ivy,44,False,negative
Bob_641,That never happened. You're imagining things.  Just saying.,gaslighting,Bob,59,False,negative
Grace_642,"You’re the reason everything is ruined.  You know that, right?",blame_shifting,Grace,62,False,negative
David_643,You’re too sensitive.  Just saying.,gaslighting,David,35,False,negative
Jack_644,"I’m heading to the gym.  You know that, right?",neutral,Jack,46,False,neutral
Charlie_645,You remember it wrong.  Please.,gaslighting,Charlie,31,False,negative
Bob_646,Whatever. It’s your life.,passive_aggressive,Bob,25,False,negative
Alice_647,What time will you be home?,neutral,Alice,27,False,neutral
Grace_648,I don’t feel like talking.  Please.,silent_treatment,Grace,35,False,negative
Grace_649,"If you leave me, I’ll hurt myself.",threat,Grace,34,True,negative
David_650,I guess I just don't matter to you anymore.  Please.,guilt_trip,David,52,False,negative
Alice_651,"After everything I did for you, this is how you repay me?  Okay?",guilt_trip,Alice,64,False,negative
Grace_652,What time will you be home?,neutral,Grace,27,False,neutral
David_653,"If you leave me, I’ll hurt myself.  Just saying.",threat,David,48,True,negative
David_654,I never said that. You’re making it up.  Just saying.,gaslighting,David,53,False,negative
Eve_655,"If you hadn’t done that, I wouldn’t be like this.  You know that, right?",blame_shifting,Eve,72,False,negative
Charlie_656,"If you leave me, I’ll hurt myself.  Please.",threat,Charlie,43,True,negative
Ivy_657,You never appreciate anything I do.  Please.,guilt_trip,Ivy,44,False,negative
Grace_658,You think you can survive without me?  Just saying.,threat,Grace,51,False,negative
Frank_659,Let’s go out for dinner.  Please.,neutral,Frank,33,False,neutral
Charlie_660,*ignores messages*  Please.,silent_treatment,Charlie,27,False,negative
Jack_661,"You'll be sorry you ever left.  You know that, right?",threat,Jack,53,True,negative
Grace_662,How was your day?  Just saying.,neutral,Grace,31,False,neutral
Alice_663,"I always put you first, and this is what I get?",guilt_trip,Alice,47,False,negative
Eve_664,Nothing. I’m fine.,silent_treatment,Eve,18,False,negative
Charlie_665,"Fine. Do whatever you want.  You know that, right?",passive_aggressive,Charlie,50,False,negative
Eve_666,You’re too sensitive.  Please.,gaslighting,Eve,30,False,negative
Charlie_667,Don’t blame me for what happens next.,threat,Charlie,37,True,negative
Bob_668,You made me act this way.  Please.,blame_shifting,Bob,34,False,negative
David_669,I don’t feel like talking.  Please.,silent_treatment,David,35,False,negative
Eve_670,You'll be sorry you ever left.  Just saying.,threat,Eve,44,True,negative
Ivy_671,You never appreciate anything I do.,guilt_trip,Ivy,35,False,negative
David_672,Don’t blame me for what happens next.  Please.,threat,David,46,True,negative
Ivy_673,You never appreciate anything I do.  Please.,guilt_trip,Ivy,44,False,negative
Ivy_674,You'll regret this.  Okay?,threat,Ivy,26,True,negative
Eve_675,"Let’s go out for dinner.  You know that, right?",neutral,Eve,47,False,neutral
Frank_676,"I don’t feel like talking.  You know that, right?",silent_treatment,Frank,49,False,negative
Grace_677,"After everything I did for you, this is how you repay me?  Just saying.",guilt_trip,Grace,71,False,negative
Frank_678,*ignores messages*,silent_treatment,Frank,18,False,negative
Bob_679,"Good morning! Have a great day.  You know that, right?",neutral,Bob,54,False,neutral
Eve_680,"If you leave me, I’ll hurt myself.  Okay?",threat,Eve,41,True,negative
Ivy_681,You'll regret this.  Please.,threat,Ivy,28,True,negative
Eve_682,"What time will you be home?  You know that, right?",neutral,Eve,50,False,neutral
David_683,You made me act this way.  Okay?,blame_shifting,David,32,False,negative
David_684,"I've sacrificed so much, and you don't even care.  Please.",guilt_trip,David,58,False,negative
Grace_685,You'll regret this.  Please.,threat,Grace,28,True,negative
Frank_686,"Thanks for remembering I exist.  You know that, right?",passive_aggressive,Frank,54,False,negative
David_687,"If you leave me, I’ll hurt myself.  Okay?",threat,David,41,True,negative
Bob_688,I guess I just don't matter to you anymore.  Please.,guilt_trip,Bob,52,False,negative
Bob_689,Fine. Do whatever you want.  Just saying.,passive_aggressive,Bob,41,False,negative
Eve_690,I hope you're proud of yourself.  Please.,passive_aggressive,Eve,41,False,negative
Ivy_691,I never said that. You’re making it up.,gaslighting,Ivy,39,False,negative
Henry_692,"If you leave me, I’ll hurt myself.",threat,Henry,34,True,negative
Henry_693,Fine. Do whatever you want.  Just saying.,passive_aggressive,Henry,41,False,negative
Charlie_694,Whatever. It’s your life.  Just saying.,passive_aggressive,Charlie,39,False,negative
Bob_695,You always overreact.  Just saying.,gaslighting,Bob,35,False,negative
Bob_696,"If you leave me, I’ll hurt myself.  Just saying.",threat,Bob,48,True,negative
Charlie_697,*ignores messages*  Please.,silent_treatment,Charlie,27,False,negative
Bob_698,It’s always your fault.  Just saying.,blame_shifting,Bob,37,False,negative
Eve_699,Nothing. I’m fine.,silent_treatment,Eve,18,False,negative
Ivy_700,You always overreact.  Okay?,gaslighting,Ivy,28,False,negative
Frank_701,"How was your day?  You know that, right?",neutral,Frank,40,False,neutral
Frank_702,I never said that. You’re making it up.,gaslighting,Frank,39,False,negative
Frank_703,I guess I just don't matter to you anymore.  Just saying.,guilt_trip,Frank,57,False,negative
Jack_704,"After everything I did for you, this is how you repay me?",guilt_trip,Jack,57,False,negative
Ivy_705,What time will you be home?  Just saying.,neutral,Ivy,41,False,neutral
Henry_706,Let’s go out for dinner.  Okay?,neutral,Henry,31,False,neutral
Jack_707,I never said that. You’re making it up.  Just saying.,gaslighting,Jack,53,False,negative
Bob_708,"Sure, I’m not upset. Why would I be?  Please.",passive_aggressive,Bob,45,False,negative
Grace_709,"If you leave me, I’ll hurt myself.  Just saying.",threat,Grace,48,True,negative
Ivy_710,You remember it wrong.  Just saying.,gaslighting,Ivy,36,False,negative
Charlie_711,*ignores messages*  Just saying.,silent_treatment,Charlie,32,False,negative
Charlie_712,It’s always your fault.  Just saying.,blame_shifting,Charlie,37,False,negative
Jack_713,*ignores messages*  Okay?,silent_treatment,Jack,25,False,negative
Bob_714,Don’t blame me for what happens next.  Please.,threat,Bob,46,True,negative
Alice_715,Thanks for remembering I exist.  Please.,passive_aggressive,Alice,40,False,negative
Henry_716,You’re the reason everything is ruined.  Just saying.,blame_shifting,Henry,53,False,negative
Charlie_717,You'll regret this.  Please.,threat,Charlie,28,True,negative
Charlie_718,"I always put you first, and this is what I get?  Okay?",guilt_trip,Charlie,54,False,negative
Frank_719,You'll regret this.  Okay?,threat,Frank,26,True,negative
Charlie_720,You’re too sensitive.,gaslighting,Charlie,21,False,negative
Ivy_721,I’m heading to the gym.  Please.,neutral,Ivy,32,False,neutral
Grace_722,You’re the reason everything is ruined.  Just saying.,blame_shifting,Grace,53,False,negative
David_723,Good morning! Have a great day.,neutral,David,31,False,neutral
Jack_724,"After everything I did for you, this is how you repay me?  Okay?",guilt_trip,Jack,64,False,negative
Frank_725,"You'll be sorry you ever left.  You know that, right?",threat,Frank,53,True,negative
Eve_726,You never appreciate anything I do.  Just saying.,guilt_trip,Eve,49,False,negative
Eve_727,How was your day?  Just saying.,neutral,Eve,31,False,neutral
Jack_728,How was your day?  Please.,neutral,Jack,26,False,neutral
Henry_729,"That never happened. You're imagining things.  You know that, right?",gaslighting,Henry,68,False,negative
David_730,"That never happened. You're imagining things.  You know that, right?",gaslighting,David,68,False,negative
Eve_731,Don't talk to me.  Please.,silent_treatment,Eve,26,False,negative
Eve_732,"You're always starting fights.  You know that, right?",blame_shifting,Eve,53,False,negative
Ivy_733,Don't talk to me.,silent_treatment,Ivy,17,False,negative
Jack_734,That never happened. You're imagining things.  Just saying.,gaslighting,Jack,59,False,negative
Frank_735,Fine. Do whatever you want.  Please.,passive_aggressive,Frank,36,False,negative
Jack_736,You always overreact.,gaslighting,Jack,21,False,negative
Grace_737,You’re too sensitive.  Just saying.,gaslighting,Grace,35,False,negative
Ivy_738,"You’re too sensitive.  You know that, right?",gaslighting,Ivy,44,False,negative
Jack_739,What time will you be home?,neutral,Jack,27,False,neutral
Eve_740,How was your day?  Please.,neutral,Eve,26,False,neutral
Charlie_741,Thanks for remembering I exist.  Okay?,passive_aggressive,Charlie,38,False,negative
Alice_742,You always overreact.  Just saying.,gaslighting,Alice,35,False,negative
Bob_743,Good morning! Have a great day.  Okay?,neutral,Bob,38,False,neutral
Grace_744,"Whatever. It’s your life.  You know that, right?",passive_aggressive,Grace,48,False,negative
Alice_745,*ignores messages*,silent_treatment,Alice,18,False,negative
Henry_746,"Let’s go out for dinner.  You know that, right?",neutral,Henry,47,False,neutral
Henry_747,You'll regret this.  Okay?,threat,Henry,26,True,negative
Alice_748,"I always put you first, and this is what I get?  You know that, right?",guilt_trip,Alice,70,False,negative
Alice_749,"If you leave me, I’ll hurt myself.  Okay?",threat,Alice,41,True,negative
Eve_750,"If you leave me, I’ll hurt myself.",threat,Eve,34,True,negative
