id,text,label,source,length,has_threat,sentiment_hint
Grace_751,*ignores messages*  Okay?,silent_treatment,Grace,25,False,negative
Frank_752,You're always starting fights.  Just saying.,blame_shifting,Frank,44,False,negative
Alice_753,"Sure, I’m not upset. Why would I be?  Please.",passive_aggressive,Alice,45,False,negative
Frank_754,You’re the reason everything is ruined.  Just saying.,blame_shifting,Frank,53,False,negative
Bob_755,Good morning! Have a great day.  Please.,neutral,Bob,40,False,neutral
David_756,That never happened. You're imagining things.,gaslighting,David,45,False,negative
Alice_757,"If you leave me, I’ll hurt myself.  You know that, right?",threat,Alice,57,True,negative
Ivy_758,How was your day?,neutral,Ivy,17,False,neutral
Alice_759,"You'll be sorry you ever left.  You know that, right?",threat,Alice,53,True,negative
Bob_760,You're always starting fights.  Please.,blame_shifting,Bob,39,False,negative
Grace_761,"I don’t feel like talking.  You know that, right?",silent_treatment,Grace,49,False,negative
Grace_762,Nothing. I’m fine.  Okay?,silent_treatment,Grace,25,False,negative
Ivy_763,"I've sacrificed so much, and you don't even care.",guilt_trip,Ivy,49,False,negative
Frank_764,Thanks for remembering I exist.  Just saying.,passive_aggressive,Frank,45,False,negative
Grace_765,"You remember it wrong.  You know that, right?",gaslighting,Grace,45,False,negative
Frank_766,I guess I just don't matter to you anymore.  Okay?,guilt_trip,Frank,50,False,negative
David_767,Don't talk to me.  Please.,silent_treatment,David,26,False,negative
Bob_768,I’m heading to the gym.  Just saying.,neutral,Bob,37,False,neutral
Henry_769,"It’s always your fault.  You know that, right?",blame_shifting,Henry,46,False,negative
Eve_770,It’s always your fault.,blame_shifting,Eve,23,False,negative
Bob_771,You'll be sorry you ever left.  Just saying.,threat,Bob,44,True,negative
Frank_772,You're always starting fights.  Okay?,blame_shifting,Frank,37,False,negative
Frank_773,"After everything I did for you, this is how you repay me?",guilt_trip,Frank,57,False,negative
Frank_774,"If you hadn’t done that, I wouldn’t be like this.  You know that, right?",blame_shifting,Frank,72,False,negative
Eve_775,"What time will you be home?  You know that, right?",neutral,Eve,50,False,neutral
Alice_776,Thanks for remembering I exist.  Okay?,passive_aggressive,Alice,38,False,negative
David_777,"That never happened. You're imagining things.  You know that, right?",gaslighting,David,68,False,negative
Ivy_778,"If you leave me, I’ll hurt myself.",threat,Ivy,34,True,negative
Eve_779,"I never said that. You’re making it up.  You know that, right?",gaslighting,Eve,62,False,negative
David_780,You remember it wrong.  Okay?,gaslighting,David,29,False,negative
David_781,I hope you're proud of yourself.,passive_aggressive,David,32,False,negative
Eve_782,You're always starting fights.  Just saying.,blame_shifting,Eve,44,False,negative
Charlie_783,You always overreact.,gaslighting,Charlie,21,False,negative
Jack_784,"If you hadn’t done that, I wouldn’t be like this.  Please.",blame_shifting,Jack,58,False,negative
Ivy_785,"If you leave me, I’ll hurt myself.  Just saying.",threat,Ivy,48,True,negative
Eve_786,"Sure, I’m not upset. Why would I be?  Okay?",passive_aggressive,Eve,43,False,negative
Charlie_787,I don’t feel like talking.,silent_treatment,Charlie,26,False,negative
Bob_788,"After everything I did for you, this is how you repay me?  Please.",guilt_trip,Bob,66,False,negative
Charlie_789,You're always starting fights.  Okay?,blame_shifting,Charlie,37,False,negative
Bob_790,"If you leave me, I’ll hurt myself.  Just saying.",threat,Bob,48,True,negative
Jack_791,*ignores messages*,silent_treatment,Jack,18,False,negative
Frank_792,You’re too sensitive.,gaslighting,Frank,21,False,negative
Frank_793,Fine. Do whatever you want.  Please.,passive_aggressive,Frank,36,False,negative
Alice_794,Thanks for remembering I exist.  Just saying.,passive_aggressive,Alice,45,False,negative
David_795,"After everything I did for you, this is how you repay me?",guilt_trip,David,57,False,negative
Bob_796,"Whatever. It’s your life.  You know that, right?",passive_aggressive,Bob,48,False,negative
Frank_797,Thanks for remembering I exist.  Okay?,passive_aggressive,Frank,38,False,negative
Eve_798,How was your day?  Okay?,neutral,Eve,24,False,neutral
Eve_799,Good morning! Have a great day.,neutral,Eve,31,False,neutral
Alice_800,"I always put you first, and this is what I get?  Okay?",guilt_trip,Alice,54,False,negative
Frank_801,I don’t feel like talking.,silent_treatment,Frank,26,False,negative
Frank_802,"If you hadn’t done that, I wouldn’t be like this.",blame_shifting,Frank,49,False,negative
David_803,"If you hadn’t done that, I wouldn’t be like this.  You know that, right?",blame_shifting,David,72,False,negative
Eve_804,"If you leave me, I’ll hurt myself.",threat,Eve,34,True,negative
Bob_805,You never appreciate anything I do.,guilt_trip,Bob,35,False,negative
Grace_806,"You'll be sorry you ever left.  You know that, right?",threat,Grace,53,True,negative
David_807,It’s always your fault.  Just saying.,blame_shifting,David,37,False,negative
Ivy_808,...  Please.,silent_treatment,Ivy,12,False,negative
Eve_809,Let’s go out for dinner.  Just saying.,neutral,Eve,38,False,neutral
Eve_810,"After everything I did for you, this is how you repay me?  Please.",guilt_trip,Eve,66,False,negative
Eve_811,You’re too sensitive.,gaslighting,Eve,21,False,negative
Eve_812,You'll be sorry you ever left.  Just saying.,threat,Eve,44,True,negative
Henry_813,Good morning! Have a great day.  Okay?,neutral,Henry,38,False,neutral
Henry_814,"If you leave me, I’ll hurt myself.  Just saying.",threat,Henry,48,True,negative
Henry_815,Thanks for remembering I exist.  Just saying.,passive_aggressive,Henry,45,False,negative
Charlie_816,"I’m heading to the gym.  You know that, right?",neutral,Charlie,46,False,neutral
Charlie_817,I hope you're proud of yourself.  Please.,passive_aggressive,Charlie,41,False,negative
David_818,Don’t blame me for what happens next.,threat,David,37,True,negative
Henry_819,Fine. Do whatever you want.,passive_aggressive,Henry,27,False,negative
David_820,You made me act this way.,blame_shifting,David,25,False,negative
Eve_821,"I've sacrificed so much, and you don't even care.  Okay?",guilt_trip,Eve,56,False,negative
Grace_822,"What time will you be home?  You know that, right?",neutral,Grace,50,False,neutral
Eve_823,"If you hadn’t done that, I wouldn’t be like this.  Okay?",blame_shifting,Eve,56,False,negative
Jack_824,You'll regret this.  Okay?,threat,Jack,26,True,negative
Charlie_825,You never appreciate anything I do.  Please.,guilt_trip,Charlie,44,False,negative
Henry_826,Whatever. It’s your life.  Okay?,passive_aggressive,Henry,32,False,negative
Ivy_827,How was your day?  Just saying.,neutral,Ivy,31,False,neutral
Charlie_828,"I've sacrificed so much, and you don't even care.  Okay?",guilt_trip,Charlie,56,False,negative
Frank_829,I’m heading to the gym.  Just saying.,neutral,Frank,37,False,neutral
Eve_830,"Don’t blame me for what happens next.  You know that, right?",threat,Eve,60,True,negative
Ivy_831,"You always overreact.  You know that, right?",gaslighting,Ivy,44,False,negative
Eve_832,"If you leave me, I’ll hurt myself.  Please.",threat,Eve,43,True,negative
Eve_833,*ignores messages*  Just saying.,silent_treatment,Eve,32,False,negative
Ivy_834,That never happened. You're imagining things.,gaslighting,Ivy,45,False,negative
Grace_835,"If you leave me, I’ll hurt myself.  Just saying.",threat,Grace,48,True,negative
Jack_836,Fine. Do whatever you want.  Just saying.,passive_aggressive,Jack,41,False,negative
Grace_837,How was your day?  Please.,neutral,Grace,26,False,neutral
Eve_838,"You're always starting fights.  You know that, right?",blame_shifting,Eve,53,False,negative
Eve_839,"After everything I did for you, this is how you repay me?  Please.",guilt_trip,Eve,66,False,negative
Ivy_840,"Don't talk to me.  You know that, right?",silent_treatment,Ivy,40,False,negative
Ivy_841,You’re too sensitive.  Please.,gaslighting,Ivy,30,False,negative
Charlie_842,You'll be sorry you ever left.  Please.,threat,Charlie,39,True,negative
Ivy_843,"...  You know that, right?",silent_treatment,Ivy,26,False,negative
Henry_844,*ignores messages*,silent_treatment,Henry,18,False,negative
Charlie_845,You're always starting fights.,blame_shifting,Charlie,30,False,negative
Jack_846,How was your day?  Please.,neutral,Jack,26,False,neutral
David_847,"I guess I just don't matter to you anymore.  You know that, right?",guilt_trip,David,66,False,negative
Eve_848,"After everything I did for you, this is how you repay me?  Okay?",guilt_trip,Eve,64,False,negative
Bob_849,You think you can survive without me?  Just saying.,threat,Bob,51,False,negative
Alice_850,You remember it wrong.,gaslighting,Alice,22,False,negative
Ivy_851,"If you hadn’t done that, I wouldn’t be like this.",blame_shifting,Ivy,49,False,negative
Frank_852,I guess I just don't matter to you anymore.  Okay?,guilt_trip,Frank,50,False,negative
Charlie_853,It’s always your fault.,blame_shifting,Charlie,23,False,negative
Ivy_854,Don't talk to me.,silent_treatment,Ivy,17,False,negative
Alice_855,"I guess I just don't matter to you anymore.  You know that, right?",guilt_trip,Alice,66,False,negative
Alice_856,"Thanks for remembering I exist.  You know that, right?",passive_aggressive,Alice,54,False,negative
David_857,"You made me act this way.  You know that, right?",blame_shifting,David,48,False,negative
Bob_858,Fine. Do whatever you want.  Please.,passive_aggressive,Bob,36,False,negative
Eve_859,You’re too sensitive.  Okay?,gaslighting,Eve,28,False,negative
Ivy_860,"Sure, I’m not upset. Why would I be?",passive_aggressive,Ivy,36,False,negative
Eve_861,Nothing. I’m fine.  Okay?,silent_treatment,Eve,25,False,negative
Eve_862,"That never happened. You're imagining things.  You know that, right?",gaslighting,Eve,68,False,negative
Alice_863,It’s always your fault.  Just saying.,blame_shifting,Alice,37,False,negative
David_864,You're always starting fights.  Okay?,blame_shifting,David,37,False,negative
Charlie_865,Whatever. It’s your life.  Just saying.,passive_aggressive,Charlie,39,False,negative
Jack_866,"You think you can survive without me?  You know that, right?",threat,Jack,60,False,negative
David_867,"Sure, I’m not upset. Why would I be?",passive_aggressive,David,36,False,negative
Eve_868,Let’s go out for dinner.  Just saying.,neutral,Eve,38,False,neutral
Eve_869,"If you leave me, I’ll hurt myself.",threat,Eve,34,True,negative
Henry_870,"After everything I did for you, this is how you repay me?",guilt_trip,Henry,57,False,negative
Henry_871,I guess I just don't matter to you anymore.  Please.,guilt_trip,Henry,52,False,negative
Charlie_872,You think you can survive without me?  Please.,threat,Charlie,46,False,negative
Henry_873,I never said that. You’re making it up.  Just saying.,gaslighting,Henry,53,False,negative
Jack_874,You made me act this way.  Please.,blame_shifting,Jack,34,False,negative
Eve_875,What time will you be home?  Just saying.,neutral,Eve,41,False,neutral
Bob_876,I guess I just don't matter to you anymore.  Okay?,guilt_trip,Bob,50,False,negative
Bob_877,"If you hadn’t done that, I wouldn’t be like this.  Okay?",blame_shifting,Bob,56,False,negative
Charlie_878,"I don’t feel like talking.  You know that, right?",silent_treatment,Charlie,49,False,negative
David_879,I don’t feel like talking.,silent_treatment,David,26,False,negative
Grace_880,"I always put you first, and this is what I get?  Just saying.",guilt_trip,Grace,61,False,negative
Frank_881,Don't talk to me.  Just saying.,silent_treatment,Frank,31,False,negative
Frank_882,"I never said that. You’re making it up.  You know that, right?",gaslighting,Frank,62,False,negative
Henry_883,I guess I just don't matter to you anymore.  Okay?,guilt_trip,Henry,50,False,negative
Bob_884,It’s always your fault.  Okay?,blame_shifting,Bob,30,False,negative
Bob_885,"I always put you first, and this is what I get?  Okay?",guilt_trip,Bob,54,False,negative
Frank_886,...  Please.,silent_treatment,Frank,12,False,negative
Grace_887,You're always starting fights.  Just saying.,blame_shifting,Grace,44,False,negative
Charlie_888,You’re the reason everything is ruined.  Okay?,blame_shifting,Charlie,46,False,negative
Alice_889,"You think you can survive without me?  You know that, right?",threat,Alice,60,False,negative
Charlie_890,You'll regret this.  Just saying.,threat,Charlie,33,True,negative
Charlie_891,"You think you can survive without me?  You know that, right?",threat,Charlie,60,False,negative
Henry_892,"I don’t feel like talking.  You know that, right?",silent_treatment,Henry,49,False,negative
Alice_893,"I've sacrificed so much, and you don't even care.  Please.",guilt_trip,Alice,58,False,negative
Bob_894,"Fine. Do whatever you want.  You know that, right?",passive_aggressive,Bob,50,False,negative
Eve_895,You’re the reason everything is ruined.  Just saying.,blame_shifting,Eve,53,False,negative
Jack_896,Nothing. I’m fine.,silent_treatment,Jack,18,False,negative
Bob_897,"If you leave me, I’ll hurt myself.  Okay?",threat,Bob,41,True,negative
Charlie_898,Don’t blame me for what happens next.,threat,Charlie,37,True,negative
Ivy_899,You’re too sensitive.  Just saying.,gaslighting,Ivy,35,False,negative
Bob_900,Whatever. It’s your life.  Just saying.,passive_aggressive,Bob,39,False,negative
Charlie_901,I’m heading to the gym.  Just saying.,neutral,Charlie,37,False,neutral
David_902,You’re the reason everything is ruined.  Please.,blame_shifting,David,48,False,negative
Frank_903,That never happened. You're imagining things.  Just saying.,gaslighting,Frank,59,False,negative
Eve_904,Nothing. I’m fine.  Okay?,silent_treatment,Eve,25,False,negative
Grace_905,"If you hadn’t done that, I wouldn’t be like this.",blame_shifting,Grace,49,False,negative
Charlie_906,You'll regret this.  Just saying.,threat,Charlie,33,True,negative
Ivy_907,I don’t feel like talking.  Just saying.,silent_treatment,Ivy,40,False,negative
Charlie_908,"I don’t feel like talking.  You know that, right?",silent_treatment,Charlie,49,False,negative
Alice_909,"Fine. Do whatever you want.  You know that, right?",passive_aggressive,Alice,50,False,negative
David_910,You remember it wrong.  Just saying.,gaslighting,David,36,False,negative
Jack_911,You remember it wrong.  Okay?,gaslighting,Jack,29,False,negative
Eve_912,You'll regret this.  Just saying.,threat,Eve,33,True,negative
Frank_913,"After everything I did for you, this is how you repay me?  You know that, right?",guilt_trip,Frank,80,False,negative
Charlie_914,"I always put you first, and this is what I get?",guilt_trip,Charlie,47,False,negative
Ivy_915,You remember it wrong.  Please.,gaslighting,Ivy,31,False,negative
David_916,You’re the reason everything is ruined.,blame_shifting,David,39,False,negative
Ivy_917,I guess I just don't matter to you anymore.,guilt_trip,Ivy,43,False,negative
David_918,I’m heading to the gym.,neutral,David,23,False,neutral
David_919,I don’t feel like talking.  Please.,silent_treatment,David,35,False,negative
Alice_920,You always overreact.  Okay?,gaslighting,Alice,28,False,negative
Bob_921,You'll regret this.,threat,Bob,19,True,negative
David_922,You remember it wrong.  Okay?,gaslighting,David,29,False,negative
Bob_923,"If you hadn’t done that, I wouldn’t be like this.  You know that, right?",blame_shifting,Bob,72,False,negative
Charlie_924,I don’t feel like talking.  Okay?,silent_treatment,Charlie,33,False,negative
Ivy_925,"I guess I just don't matter to you anymore.  You know that, right?",guilt_trip,Ivy,66,False,negative
David_926,What time will you be home?  Just saying.,neutral,David,41,False,neutral
Eve_927,I never said that. You’re making it up.  Just saying.,gaslighting,Eve,53,False,negative
Bob_928,*ignores messages*  Please.,silent_treatment,Bob,27,False,negative
Alice_929,You're always starting fights.  Please.,blame_shifting,Alice,39,False,negative
Jack_930,"Sure, I’m not upset. Why would I be?  Please.",passive_aggressive,Jack,45,False,negative
Grace_931,Fine. Do whatever you want.  Please.,passive_aggressive,Grace,36,False,negative
David_932,You always overreact.  Okay?,gaslighting,David,28,False,negative
David_933,You’re too sensitive.,gaslighting,David,21,False,negative
Eve_934,"How was your day?  You know that, right?",neutral,Eve,40,False,neutral
Charlie_935,You think you can survive without me?  Okay?,threat,Charlie,44,False,negative
Bob_936,"If you leave me, I’ll hurt myself.",threat,Bob,34,True,negative
Grace_937,"After everything I did for you, this is how you repay me?  You know that, right?",guilt_trip,Grace,80,False,negative
Grace_938,"I've sacrificed so much, and you don't even care.  You know that, right?",guilt_trip,Grace,72,False,negative
Eve_939,It’s always your fault.  Okay?,blame_shifting,Eve,30,False,negative
Grace_940,"Good morning! Have a great day.  You know that, right?",neutral,Grace,54,False,neutral
Bob_941,You'll be sorry you ever left.,threat,Bob,30,True,negative
Ivy_942,Good morning! Have a great day.,neutral,Ivy,31,False,neutral
Eve_943,"*ignores messages*  You know that, right?",silent_treatment,Eve,41,False,negative
Charlie_944,"After everything I did for you, this is how you repay me?",guilt_trip,Charlie,57,False,negative
Eve_945,*ignores messages*  Okay?,silent_treatment,Eve,25,False,negative
Grace_946,It’s always your fault.  Please.,blame_shifting,Grace,32,False,negative
Charlie_947,"I always put you first, and this is what I get?  Okay?",guilt_trip,Charlie,54,False,negative
Ivy_948,Don’t blame me for what happens next.  Okay?,threat,Ivy,44,True,negative
Jack_949,"I always put you first, and this is what I get?  Please.",guilt_trip,Jack,56,False,negative
Grace_950,Nothing. I’m fine.  Please.,silent_treatment,Grace,27,False,negative
Frank_951,I hope you're proud of yourself.  Please.,passive_aggressive,Frank,41,False,negative
Bob_952,"You’re too sensitive.  You know that, right?",gaslighting,Bob,44,False,negative
Eve_953,You never appreciate anything I do.  Just saying.,guilt_trip,Eve,49,False,negative
Ivy_954,"I never said that. You’re making it up.  You know that, right?",gaslighting,Ivy,62,False,negative
Bob_955,Thanks for remembering I exist.  Okay?,passive_aggressive,Bob,38,False,negative
Henry_956,I don’t feel like talking.  Okay?,silent_treatment,Henry,33,False,negative
Ivy_957,You remember it wrong.  Okay?,gaslighting,Ivy,29,False,negative
Bob_958,You always overreact.  Please.,gaslighting,Bob,30,False,negative
Eve_959,"If you leave me, I’ll hurt myself.  You know that, right?",threat,Eve,57,True,negative
Alice_960,You remember it wrong.  Just saying.,gaslighting,Alice,36,False,negative
Bob_961,"You think you can survive without me?  You know that, right?",threat,Bob,60,False,negative
Eve_962,Don’t blame me for what happens next.  Okay?,threat,Eve,44,True,negative
David_963,"If you hadn’t done that, I wouldn’t be like this.  Just saying.",blame_shifting,David,63,False,negative
Grace_964,"Nothing. I’m fine.  You know that, right?",silent_treatment,Grace,41,False,negative
Grace_965,Don't talk to me.,silent_treatment,Grace,17,False,negative
Frank_966,I hope you're proud of yourself.  Please.,passive_aggressive,Frank,41,False,negative
Jack_967,I never said that. You’re making it up.  Please.,gaslighting,Jack,48,False,negative
David_968,"That never happened. You're imagining things.  You know that, right?",gaslighting,David,68,False,negative
Henry_969,You always overreact.,gaslighting,Henry,21,False,negative
Charlie_970,...  Please.,silent_treatment,Charlie,12,False,negative
David_971,Nothing. I’m fine.  Okay?,silent_treatment,David,25,False,negative
Frank_972,Don’t blame me for what happens next.,threat,Frank,37,True,negative
David_973,Whatever. It’s your life.  Just saying.,passive_aggressive,David,39,False,negative
Ivy_974,"After everything I did for you, this is how you repay me?",guilt_trip,Ivy,57,False,negative
Bob_975,Fine. Do whatever you want.  Please.,passive_aggressive,Bob,36,False,negative
Frank_976,"Sure, I’m not upset. Why would I be?  Okay?",passive_aggressive,Frank,43,False,negative
David_977,"If you leave me, I’ll hurt myself.  Okay?",threat,David,41,True,negative
Frank_978,"Don’t blame me for what happens next.  You know that, right?",threat,Frank,60,True,negative
Alice_979,"I always put you first, and this is what I get?  Okay?",guilt_trip,Alice,54,False,negative
Bob_980,Nothing. I’m fine.  Just saying.,silent_treatment,Bob,32,False,negative
David_981,How was your day?  Just saying.,neutral,David,31,False,neutral
Ivy_982,"I've sacrificed so much, and you don't even care.  Just saying.",guilt_trip,Ivy,63,False,negative
Bob_983,"It’s always your fault.  You know that, right?",blame_shifting,Bob,46,False,negative
Henry_984,"Whatever. It’s your life.  You know that, right?",passive_aggressive,Henry,48,False,negative
David_985,"Sure, I’m not upset. Why would I be?",passive_aggressive,David,36,False,negative
Eve_986,That never happened. You're imagining things.  Okay?,gaslighting,Eve,52,False,negative
Charlie_987,I guess I just don't matter to you anymore.  Please.,guilt_trip,Charlie,52,False,negative
Charlie_988,You think you can survive without me?  Just saying.,threat,Charlie,51,False,negative
Frank_989,"You’re too sensitive.  You know that, right?",gaslighting,Frank,44,False,negative
Frank_990,"Sure, I’m not upset. Why would I be?  Okay?",passive_aggressive,Frank,43,False,negative
Henry_991,I never said that. You’re making it up.,gaslighting,Henry,39,False,negative
Alice_992,"It’s always your fault.  You know that, right?",blame_shifting,Alice,46,False,negative
Henry_993,Whatever. It’s your life.  Okay?,passive_aggressive,Henry,32,False,negative
Frank_994,"*ignores messages*  You know that, right?",silent_treatment,Frank,41,False,negative
Grace_995,You made me act this way.  Please.,blame_shifting,Grace,34,False,negative
Frank_996,"If you hadn’t done that, I wouldn’t be like this.  Just saying.",blame_shifting,Frank,63,False,negative
Eve_997,Fine. Do whatever you want.  Okay?,passive_aggressive,Eve,34,False,negative
Bob_998,Good morning! Have a great day.,neutral,Bob,31,False,neutral
Bob_999,Good morning! Have a great day.,neutral,Bob,31,False,neutral
